fid,id_tramo,id_vial,tipo_tramo,tipo_tramd,calzada,calzadad,acceso,accesod,firme,firmed,ncarriles,sentido,sentidod,situacion,situaciond,estadofis,estadofisd,tipovehic,tipovehicd,titular,titulard,orden,ordend,fuente_t,fuente_td,codigo,dgc_via,clase,clased,tipo_vial,tipo_viald,nombre,nombre_alt,fuente_v,fuente_vd,alta_db
205792,502970008830,502970007930,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730815,5753,2000,Urbano,2122,CALLE,SIRENA DEL MISSISSIPPI,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204704,502970007637,502970007932,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730840,1420,2000,Urbano,2122,CALLE,SIRIO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204166,502970007026,502970007934,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730870,458,2000,Urbano,2390,PLAZA,SITIOS (LOS),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197794,502970000533,502970006294,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029707120,214,2000,Urbano,2122,CALLE,SIXTO CELORRIO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
219607,502970031818,502970009117,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730890,3641,2000,Urbano,2122,CALLE,SOBRADIEL (MNZ),Desconocido,1,Instituto Geográfico Nacional,2021-05-09
197601,502970000368,502970007937,1,Troncal,2,Duplicada o superior,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730900,896,2000,Urbano,2122,CALLE,SOBRARBE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204526,502970007436,502970008484,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730920,897,2000,Urbano,2122,CALLE,SOL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205856,502970008910,502970007940,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730940,2770,2000,Urbano,2122,CALLE,SOL (CARTUJA BAJA),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205529,502970008536,502970007903,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029730440,2148,2000,Urbano,2122,CALLE,SOLEIMAN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
203068,502970005838,502970007950,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731070,3005,2000,Urbano,2122,CALLE,SOLIDARIDAD (SANTA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2026-01-20
204195,502970007057,502970007953,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731110,2594,2000,Urbano,2264,GTA,SOMONTANO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197955,502970000687,502970007954,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731120,1421,2000,Urbano,2122,CALLE,SOMPORT,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198138,502970000863,502970006398,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,100,Solo peatón,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029708670,2498,2000,Urbano,2122,CALLE,SOR JUANA DE LA CRUZ,Desconocido,4,Instituto Nacional de Estadística,2023-08-07
199766,502970002446,502970000780,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029721675,3169,2000,Urbano,2122,CALLE,SOR MARIA ANTONIA DE OVIEDO,SOR MARIA ANTONIA DE OVIEDO,4,Instituto Nacional de Estadística,2023-09-21
205067,502970008033,502970005750,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700220,1422,2000,Urbano,2122,CALLE,SOR MARIA DE AGREDA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201016,502970003666,502970007955,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731140,901,2000,Urbano,2122,CALLE,SORIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201551,502970004195,502970007956,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731180,902,2000,Urbano,2122,CALLE,SOS DEL REY CATOLICO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197856,502970000589,502970007961,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731196,3274,2000,Urbano,2122,CALLE,STELLA MARIS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205043,502970008007,502970007964,1,Troncal,1,Única,1,Libre,2,Tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731205,3455,2000,Urbano,2122,CALLE,STRAUSS,Desconocido,4,Instituto Nacional de Estadística,2025-06-20
204421,502970007319,502970007965,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731210,2287,2000,Urbano,2122,CALLE,SUAREZ PERDIGUERO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202596,502970005270,502970007968,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731225,3273,2000,Urbano,2122,CALLE,SUEÑO (EL),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
212859,502970025608,502970007969,1,Troncal,1,Única,1,Libre,3,Sin tratamiento superficial,No aplicable,2,Doble,1,En superficie,1,En servicio,-997,Desconocido,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731230,5866,2000,Urbano,2517,URB,SUERTES (LAS) (GARRAPINILLOS),Desconocido,4,Instituto Nacional de Estadística,2023-09-21
201038,502970003687,502970007970,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731240,906,2000,Urbano,2122,CALLE,SUIZA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200744,502970003396,502970007971,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731260,1007,2000,Urbano,2122,CALLE,SUPERVIA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198237,502970000959,502970007972,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731280,1860,2000,Urbano,2122,CALLE,SUR (SANTA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199370,502970002059,502970007973,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731300,907,2000,Urbano,2122,CALLE,TABOADA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204083,502970006942,502970008485,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731320,908,2000,Urbano,2122,CALLE,TABUENCA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197220,502970000007,502970007974,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731340,1795,2000,Urbano,2122,CALLE,TAJADA (LA) (PEÑAFLOR),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199113,502970001809,502970000840,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731360,1748,2000,Urbano,2169,CMNO,TAJADERAS,Desconocido,4,Instituto Nacional de Estadística,2024-04-10
205984,502970009090,502970007977,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731385,3429,2000,Urbano,2390,PLAZA,TANTALO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199829,502970002508,502970007979,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731400,910,2000,Urbano,2122,CALLE,TARAZONA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200031,502970002704,502970007982,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731440,1074,2000,Urbano,2122,CALLE,TARRAGONA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200882,502970003532,502970007983,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731460,912,2000,Urbano,2122,CALLE,TAURO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197855,502970000588,502970007984,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731470,3293,2000,Urbano,2390,PLAZA,TAUROMAQUIA DE GOYA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199523,502970002208,502970007985,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731480,913,2000,Urbano,2390,PLAZA,TAUSTE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202345,502970004993,502970007986,1,Troncal,2,Duplicada o superior,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731485,3446,2000,Urbano,2122,CALLE,"TCHAIKOVSKY, PIOTR ILICH",Desconocido,4,Instituto Nacional de Estadística,2023-09-21
229558,502970041229,502970008425,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731487,3687,2000,Urbano,2122,CALLE,TEATRO LA FENICE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200566,502970003220,502970007987,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731500,914,2000,Urbano,2122,CALLE,TEIDE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204977,502970007937,502970007988,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731520,915,2000,Urbano,2122,CALLE,TEJAR,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199894,502970002571,502970007989,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731535,2056,2000,Urbano,2122,CALLE,TEJAR (OLIVER),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197623,502970000387,502970007991,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731550,2416,2000,Urbano,2390,PLAZA,TELLO VALDIVIESO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199041,502970001737,502970007992,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731560,916,2000,Urbano,2122,CALLE,TEMPLE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201651,502970004293,502970007994,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731600,121,2000,Urbano,2122,CALLE,TENDEÑERA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199298,502970001989,502970007995,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731620,922,2000,Urbano,2390,PLAZA,TENERIAS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201536,502970004180,502970007997,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731660,2174,2000,Urbano,2162,CLLON,TENERIFE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205230,502970008216,502970007996,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731640,917,2000,Urbano,2122,CALLE,TENERIFE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201602,502970004245,502970006966,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029716520,919,2000,Urbano,2122,CALLE,TENIENTE CORONEL MOYANO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199411,502970002099,502970008116,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029732860,921,2000,Urbano,2122,CALLE,TENIENTE CORONEL VALENZUELA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198247,502970000969,502970007314,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029721470,2782,2000,Urbano,2122,CALLE,TENIENTE ORTIZ DE ZARATE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200398,502970003059,502970007485,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029723760,1473,2000,Urbano,2261,GRUPO,TENIENTE POLANCO,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
202982,502970005753,502970007484,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029723750,3069,2000,Urbano,2390,PLAZA,TENIENTE POLANCO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204560,502970007474,502970006609,1,Troncal,2,Duplicada o superior,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029711780,923,2000,Urbano,2066,AVDA,TENOR FLETA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199399,502970002088,502970006696,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029712920,924,2000,Urbano,2122,CALLE,TENOR GAYARRE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199623,502970002307,502970006921,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715960,472,2000,Urbano,2122,CALLE,TEODORA LAMADRID,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204141,502970007001,502970006922,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029715970,2450,2000,Urbano,2390,PLAZA,TEODORA LAMADRID,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198997,502970001695,502970006847,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029714960,1289,2000,Urbano,2122,CALLE,TEODORO IRIARTE REINOSO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
202771,502970005480,502970000590,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029700305,1269,2000,Urbano,2122,CALLE,TERESA AGUESCA,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
204469,502970007372,502970000632,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029705550,2855,2000,Urbano,2122,CALLE,TERESA DE CALCUTA,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
198461,502970001179,502970007705,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029726837,2908,2000,Urbano,2122,CALLE,TERESA SALVO PUERTO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199530,502970002215,502970007999,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731700,925,2000,Urbano,2122,CALLE,TERMINILLO,Desconocido,4,Instituto Nacional de Estadística,2023-09-21
205505,502970008510,502970008000,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731720,2930,2000,Urbano,2122,CALLE,TERRANOVA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
197998,502970000728,502970007310,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731722,1940,2000,Urbano,2122,CALLE,TERRAZAS DE CUELLAR,Desconocido,2,Dirección General del Catastro,2023-09-21
204344,502970007225,502970008001,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731726,3027,2000,Urbano,2122,CALLE,TERRER,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
198668,502970001382,502970008002,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731727,3001,2000,Urbano,2122,CALLE,TERTULIA (LA)(SANTA ISABEL),Desconocido,4,Instituto Nacional de Estadística,2024-04-29
197374,502970000156,502970008004,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731760,1630,2000,Urbano,2122,CALLE,TERUEL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200014,502970002687,502970008003,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731740,926,2000,Urbano,2367,PASEO,TERUEL,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
201376,502970004020,502970008006,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731800,927,2000,Urbano,2122,CALLE,TETUAN,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
199714,502970002396,502970008007,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731820,1280,2000,Urbano,2122,CALLE,TIERMAS,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204626,502970007551,502970008009,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731827,2986,2000,Urbano,2367,PASEO,TILOS (DE LOS),Desconocido,4,Instituto Nacional de Estadística,2021-05-09
233198,502979008989,502970008428,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731829,3690,2000,Urbano,2122,CALLE,"TINTORETTO, JACOBO",Desconocido,2,Dirección General del Catastro,2021-05-09
201379,502970004023,502970008010,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731840,1059,2000,Urbano,2122,CALLE,TIRO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
204053,502970006911,502970008011,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731860,577,2000,Urbano,2122,CALLE,TIRSO DE MOLINA,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205531,502970008539,502970008012,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731870,5937,2000,Urbano,2122,CALLE,TITANIC,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205440,502970008441,502970008013,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731880,131,2000,Urbano,2122,CALLE,TOBAZO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205584,502970008601,502970008014,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731890,5739,2000,Urbano,2122,CALLE,TODO SOBRE MI MADRE,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
200100,502970002770,502970008015,1,Troncal,1,Única,1,Libre,1,Pavimentado,1,2,Doble,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029731900,1075,2000,Urbano,2122,CALLE,TOLEDO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
205207,502970008192,502970005885,1,Troncal,2,Duplicada o superior,1,Libre,1,Pavimentado,1,1,Único,1,En superficie,1,En servicio,111,Peatón+bici+vehículo,5,Ayuntamiento,-998,No aplicable,1,Instituto Geográfico Nacional,5029701710,2954,2000,Urbano,2122,CALLE,TOMAS ANZANO,Desconocido,4,Instituto Nacional de Estadística,2021-05-09
